Date,iso3,CountryName,Region,lat,lon,CumulativePositive,CumulativeDeceased,CumulativeRecovered,CurrentlyPositive,Hospitalized,IntensiveCare,EUcountry,EUCPMcountry,NUTS
2021-05-11,BGR,Bulgaria,Kyustendil,42.255307,22.869974,8832,3,20,8809,,,True,True,BG415
2021-05-11,BGR,Bulgaria,Lovech,43.035259,24.5688,5536,0,1,5535,,,True,True,BG315
2021-05-11,BGR,Bulgaria,Montana,43.496677,23.192363,6143,0,0,6143,,,True,True,BG312
2021-05-11,BGR,Bulgaria,NOT SPECIFIED,,,0,16900,350685,-367585,,,True,True,
2021-05-11,BGR,Bulgaria,Pazardzhik,42.133682,24.140941,11055,9,18,11028,,,True,True,BG423
2021-05-11,BGR,Bulgaria,Pernik,42.613861,22.853171,7878,0,1,7877,,,True,True,BG414
2021-05-11,BGR,Bulgaria,Pleven,43.486117,24.610919,13011,2,10,12999,,,True,True,BG314
2021-05-11,BGR,Bulgaria,Plovdiv,42.257364,24.824903,35858,5,64,35789,,,True,True,BG421
2021-05-11,BGR,Bulgaria,Razgrad,,,3704,0,0,3704,,,True,True,BG324
2021-05-11,BGR,Bulgaria,Ruse,43.54059,25.759217,13840,0,1,13839,,,True,True,BG323
2021-05-11,BGR,Bulgaria,Shumen,43.296516,27.004814,9600,1,1,9598,,,True,True,BG333
2021-05-11,BGR,Bulgaria,Silistra,43.946163,27.044927,5848,1,2,5845,,,True,True,BG325
2021-05-11,BGR,Bulgaria,Sliven,42.67034,26.241026,10225,11,56,10158,,,True,True,BG342
2021-05-11,BGR,Bulgaria,Smolyan,41.628892,24.668089,4682,4,33,4645,,,True,True,BG424
2021-05-11,BGR,Bulgaria,Sofia City,42.286287,23.616846,107569,56,411,107102,,,True,True,BG411
2021-05-11,BGR,Bulgaria,Sofia Region,,,13185,0,0,13185,,,True,True,BG412
2021-05-11,BGR,Bulgaria,Stara Zagora,42.411912,25.567329,17415,3,0,17412,,,True,True,BG344
2021-05-11,BGR,Bulgaria,Targovishte,,,3845,1,0,3844,,,True,True,BG334
2021-05-11,BGR,Bulgaria,Varna,43.186206,27.59493,30689,0,11,30678,,,True,True,BG331
2021-05-11,BGR,Bulgaria,Veliko Tarnovo,43.189524,25.649275,9366,4,5,9357,,,True,True,BG321
2021-05-11,BGR,Bulgaria,Vidin,43.797295,22.68621,2811,18,14,2779,,,True,True,BG311
2021-05-11,BGR,Bulgaria,Vratsa,43.395067,23.759152,9996,0,2,9994,,,True,True,BG313
2021-05-11,BGR,Bulgaria,Yambol,,,6700,14,18,6668,,,True,True,BG343
2021-05-10,HRV,Croatia,Bjelovarsko-bilogorska,45.739855,16.976657,7296,167,,7129,,,True,True,HR047
2021-05-10,HRV,Croatia,Brodsko-Posavska,45.142404,17.821388,11558,182,,11376,,,True,True,HR04A
2021-05-10,HRV,Croatia,Dubrovačko-neretvanska,42.662368,18.15083,8149,133,,8016,,,True,True,HR037
2021-05-10,HRV,Croatia,Grad Zagreb,45.742196,16.008116,66956,2293,,64663,,,True,True,HR041
2021-05-10,HRV,Croatia,Istarska,45.203521,13.895312,7086,141,,6945,,,True,True,HR036
2021-05-10,HRV,Croatia,Karlovačka,45.292126,15.46427,10047,420,,9627,,,True,True,HR04D
2021-05-10,HRV,Croatia,Koprivničko-križevačka,46.066232,16.571467,7658,220,,7438,,,True,True,HR045
2021-05-10,HRV,Croatia,Krapinsko-zagorska županija,46.09492,15.919072,10709,333,,10376,,,True,True,HR043
2021-05-10,HRV,Croatia,Ličko-senjska,44.69075,15.422344,3816,133,,3683,,,True,True,HR032
2021-05-10,HRV,Croatia,Međimurska,46.410728,16.508315,13849,179,,13670,,,True,True,HR046
2021-05-10,HRV,Croatia,NOT SPECIFIED,,,,,328993,-328993,,,True,True,
2021-05-10,HRV,Croatia,Osječko-baranjska,45.56139,18.442456,20219,872,,19347,,,True,True,HR04B
2021-05-10,HRV,Croatia,Požeško-slavonska,45.404899,17.562893,3756,105,,3651,,,True,True,HR049
2021-05-10,HRV,Croatia,Primorsko-Goranska,45.367738,14.701448,31872,463,,31409,,,True,True,HR031
2021-05-10,HRV,Croatia,Šibensko-kninska,43.89492,16.07332,9599,147,,9452,,,True,True,HR034
2021-05-10,HRV,Croatia,Sisačko-moslavačka,45.365583,16.424137,11107,113,,10994,,,True,True,HR04E
2021-05-10,HRV,Croatia,Splitsko-Dalmatinska,43.613438,16.730085,44355,598,,43757,,,True,True,HR035
2021-05-10,HRV,Croatia,Varaždinska,46.250434,16.293818,20606,494,,20112,,,True,True,HR044
2021-05-10,HRV,Croatia,Virovitičko-podravska,45.831646,17.385543,4257,93,,4164,,,True,True,HR048
2021-05-10,HRV,Croatia,Vukovarsko-srijemska,45.179126,18.877963,10509,195,,10314,,,True,True,HR04C
2021-05-10,HRV,Croatia,Zadarska,44.347845,15.959404,13063,212,,12851,,,True,True,HR033
2021-05-10,HRV,Croatia,Zagrebačka,45.82762,16.381796,28280,10,,28270,,,True,True,HR042
2021-05-09,CYP,Cyprus,Cyprus,35.167406,33.435499,69708,405,53586,15717,1605,,True,True,CY
2021-05-10,CZE,Czech Republic,NOT SPECIFIED,,,1646981,29749,1583590,33642,,,True,True,
2020-09-11,DNK,Denmark,Faroe,62.194921,-7.096614,0,0,,0,,,True,True,FRO
2020-09-11,DNK,Denmark,Greenland,71.702379,-42.177174,0,0,,0,,,True,True,GRL
2021-05-10,DNK,Denmark,Hovedstaden,55.675758,12.56902,,,,0,,,True,True,DK01
2021-05-10,DNK,Denmark,Mainland,56.031924,9.317572,,,,0,,,True,True,
2021-05-10,DNK,Denmark,Midtjylland,56.302139,9.302777,,,,0,,,True,True,DK04
2021-05-10,DNK,Denmark,Nordjylland,56.830742,9.493053,,,,0,,,True,True,DK05
2021-05-10,DNK,Denmark,NOT SPECIFIED,,,259988,2497,246169,11322,153,0,True,True,
2021-05-10,DNK,Denmark,Sjælland,55.92481,11.67126,,,,0,,,True,True,DK02
2021-05-10,DNK,Denmark,Syddanmark,55.675758,12.56902,,,,0,,,True,True,DK03
2021-05-11,EST,Estonia,Estonia,58.596209,25.023778,125694,1206,,124488,,,True,True,EE0
2021-05-10,FIN,Finland,Ahvenanmaa,60.240625,19.966666,378,,,378,,,True,True,FI200
2021-05-10,FIN,Finland,Etelä-Karjala,61.217899,28.550289,1110,,,1110,,,True,True,FI1C5
2021-05-10,FIN,Finland,Etelä-Pohjanmaa,62.833356,23.05691,800,,,800,,,True,True,FI194
2021-05-10,FIN,Finland,Etelä-Savo,61.813578,27.347685,926,,,926,,,True,True,FI1D1
2021-05-10,FIN,Finland,HUS,60.408524,24.7817,51757,,,51757,,,True,True,FI1B1
2021-05-10,FIN,Finland,Itä-Savo,62.073919,28.846114,304,,,304,,,True,True,FI1X1
2021-05-10,FIN,Finland,Kainuu,64.373656,28.743748,302,,,302,,,True,True,FI1D8
2021-05-10,FIN,Finland,Kanta-Häme,60.921424,24.354383,1627,,,1627,,,True,True,FI1C2
2021-05-10,FIN,Finland,Keski-Pohjanmaa,63.626887,24.066596,264,,,264,,,True,True,FI1D5
2021-05-10,FIN,Finland,Keski-Suomi,62.629133,25.476526,2480,,,2480,,,True,True,FI193
2021-05-10,FIN,Finland,Kymenlaakso,60.826543,26.889951,1447,,,1447,,,True,True,FI1C4
2021-05-10,FIN,Finland,Länsi-Pohja,66.133479,24.762611,608,,,608,,,True,True,FI1X2
2021-05-10,FIN,Finland,Lappi,67.847438,26.444542,624,,,624,,,True,True,FI1D7
2021-04-04,FIN,Finland,NOT SPECIFIED,,,,846,,-846,,,True,True,
2021-05-10,FIN,Finland,Päijät-Häme,61.217271,25.721465,2762,,,2762,,,True,True,FI1C3
2021-05-10,FIN,Finland,Pirkanmaa,61.715017,23.913902,4895,,,4895,,,True,True,FI197
2021-05-10,FIN,Finland,Pohjois-Karjala,62.918285,29.941761,694,,,694,,,True,True,FI1D3
2021-05-10,FIN,Finland,Pohjois-Pohjanmaa,64.217762,25.29512,3074,,,3074,,,True,True,FI1D9
2021-05-10,FIN,Finland,Pohjois-Savo,63.173162,27.465765,1241,,,1241,,,True,True,FI1D2
2021-05-10,FIN,Finland,Satakunta,61.527072,22.157717,1593,,,1593,,,True,True,FI196
2021-05-10,FIN,Finland,Vaasa,63.077479,22.196054,2397,,,2397,,,True,True,FI195
2021-05-10,FIN,Finland,Varsinais-Suomi,60.590424,22.623677,9583,,,9583,,,True,True,FI1C1
2020-03-18,FIN,Finland,West North,,,2,0,0,2,,,True,True,
2021-05-10,FRA,France,Auvergne-Rhône-Alpes,45.283026,4.624017,0,11223,47804,-59027,3061,540,True,True,FRK
2021-05-10,FRA,France,Bourgogne-Franche-Comté,47.234197,4.806917,0,4631,18316,-22947,1099,166,True,True,FRC
2021-05-10,FRA,France,Bretagne,48.181767,-2.840778,0,1560,7186,-8746,738,94,True,True,FRH0
2021-05-10,FRA,France,Centre-Val de Loire,47.751569,1.675063,0,2611,11209,-13820,952,186,True,True,FRB0
2021-05-10,FRA,France,Corse,42.151732,9.105559,0,200,908,-1108,56,10,True,True,FRM0
2021-05-10,FRA,France,Grand Est,48.688738,5.613275,0,9854,35740,-45594,2109,403,True,True,FRF
2021-05-10,FRA,France,Guadeloupe,16.192207,-61.272382,0,258,1201,-1459,160,33,True,True,FRY1
2021-05-10,FRA,France,Guyane,3.926082,-53.245309,0,101,2417,-2518,85,21,True,True,FRY3
2021-05-10,FRA,France,Hauts-de-France,49.96966,2.770434,0,8666,34444,-43110,3011,571,True,True,FRE
2021-05-10,FRA,France,Île-de-France,48.709229,2.503473,0,19481,91031,-110512,6769,1487,True,True,FR1
2021-05-10,FRA,France,La Réunion,-20.89066,55.455054,0,177,1536,-1713,167,39,True,True,FRY4
2021-05-10,FRA,France,Martinique,14.63554,-61.022814,0,88,715,-803,84,20,True,True,FRY2
2021-05-10,FRA,France,Mayotte,-12.824511,45.165455,0,127,1252,-1379,14,7,True,True,FRY5
2021-05-10,FRA,France,Normandie,48.880101,-0.073045,0,3155,12796,-15951,1325,179,True,True,FRD
2021-05-10,FRA,France,NOT SPECIFIED,,,5841593,,,5841593,,,True,True,
2021-05-10,FRA,France,Nouvelle-Aquitaine,45.479897,0.410462,0,3623,15579,-19202,1280,255,True,True,FRI
2021-05-10,FRA,France,Occitanie,43.703195,2.143601,0,4316,19833,-24149,1531,312,True,True,FRJ
2021-05-10,FRA,France,Pays de la Loire,47.479115,-0.811996,0,2605,12090,-14695,751,124,True,True,FRG0
2021-05-10,FRA,France,Provence-Alpes-Côte d'Azur,43.956994,6.062951,0,7716,37738,-45454,2474,423,True,True,FRL
2021-05-11,DEU,Germany,Baden-Württemberg,48.537648,9.049199,466881,9537,,457344,,,True,True,DE1
2021-05-11,DEU,Germany,Bayern,48.947574,11.419913,615338,14417,,600921,,,True,True,DE2
2021-05-11,DEU,Germany,Berlin,52.501532,13.40185,172726,3301,,169425,,,True,True,DE3
2021-05-11,DEU,Germany,Brandenburg,53.109014,12.140724,105072,3633,,101439,,,True,True,DE4
2021-05-11,DEU,Germany,Bremen,53.108678,8.785951,26143,463,,25680,,,True,True,DE5
2021-05-11,DEU,Germany,Hamburg,53.54464,10.027798,73980,1519,,72461,,,True,True,DE6
2021-05-11,DEU,Germany,Hessen,50.603242,9.031057,273352,7055,,266297,,,True,True,DE7
2021-05-11,DEU,Germany,Mecklenburg-Vorpommern,53.721962,12.496035,42015,1044,,40971,,,True,True,DE8
2021-05-11,DEU,Germany,Niedersachsen,52.765527,9.162019,247422,5410,,242012,,,True,True,DE9
2021-05-11,DEU,Germany,Nordrhein-Westfalen,51.479706,7.56208,769889,15943,,753946,,,True,True,DEA
2021-05-11,DEU,Germany,NOT SPECIFIED,,,,,3175600,-3175600,,,True,True,
2020-03-03,DEU,Germany,Repatriierte,,,2,,,2,,,True,True,
2021-05-11,DEU,Germany,Rheinland-Pfalz,49.50932,7.909356,145732,3614,,142118,,,True,True,DEB
2021-05-11,DEU,Germany,Saarland,49.384368,6.953135,38790,967,,37823,,,True,True,DEC
2021-05-11,DEU,Germany,Sachsen,51.052334,13.348561,273097,9273,,263824,,,True,True,DED
2021-05-11,DEU,Germany,Sachsen-Anhalt,52.013193,11.700691,94548,3164,,91384,,,True,True,DEE
2021-05-11,DEU,Germany,Schleswig Holstein,54.0295,9.705555,60624,1529,,59095,,,True,True,DEF
2021-05-11,DEU,Germany,Thüringen,50.903878,11.02488,121642,3960,,117682,,,True,True,DEG
2021-05-10,GRC,Greece,NOT SPECIFIED,,,363904,11089,93764,259051,,,True,True,
2021-05-11,HUN,Hungary,NOT SPECIFIED,,,792879,28792,583802,180285,3282,379,True,True,
2021-05-10,ISL,Iceland,NOT SPECIFIED,,,6519,29,6390,100,,,False,True,
2021-05-10,IRL,Ireland,Ireland,53.41975,-8.240472,253189,4921,,248268,14387,1540,True,True,IE
2021-05-11,ITA,Italy,Abruzzo,42.228034,13.855137,72649,2447,62531,7671,279,25,True,True,ITF1
2021-05-11,ITA,Italy,Basilicata,40.500665,16.082246,25089,555,18818,5716,136,10,True,True,ITF5
2021-05-11,ITA,Italy,Bolzano,46.697344,11.417082,71860,1168,69662,1030,32,6,True,True,ITH1
2021-05-11,ITA,Italy,Calabria,39.225585,16.418474,63355,1092,49000,13263,443,29,True,True,ITF6
2021-05-11,ITA,Italy,Campania,41.059945,14.785097,406416,6719,316423,83274,1464,111,True,True,ITF3
2021-05-11,ITA,Italy,Emilia-Romagna,44.536563,11.019909,376939,13031,335032,28876,1480,186,True,True,ITH5
2021-05-11,ITA,Italy,Friuli Venezia Giulia,46.155667,13.058636,106193,3746,96209,6238,156,20,True,True,ITH4
2021-05-11,ITA,Italy,Lazio,41.981132,12.767224,333283,7934,289116,36233,2073,255,True,True,ITI4
2021-05-11,ITA,Italy,Liguria,44.144781,8.140492,101209,4252,93314,3643,421,47,True,True,ITC3
2021-05-11,ITA,Italy,Lombardia,45.622479,9.770824,819785,33235,745814,40736,3010,454,True,True,ITC4
2021-05-11,ITA,Italy,Marche,43.366624,13.106678,99945,2973,91734,5238,369,53,True,True,ITI3
2021-05-11,ITA,Italy,Molise,41.597834,14.548702,13439,483,12533,423,31,5,True,True,ITF2
2021-05-11,ITA,Italy,Piemonte,45.060965,7.926836,352860,11433,328741,12686,1806,148,True,True,ITC1
2021-05-11,ITA,Italy,Puglia,40.984631,16.620464,243618,6152,194784,42682,1542,168,True,True,ITF4
2021-05-11,ITA,Italy,Sardegna,40.090225,9.036223,55765,1422,39113,15230,314,40,True,True,ITG2
2021-05-11,ITA,Italy,Sicilia,37.587635,14.155497,217310,5592,189556,22162,1092,133,True,True,ITG1
2021-05-11,ITA,Italy,Toscana,43.459993,11.136697,234097,6423,211216,16458,1263,195,True,True,ITI1
2021-05-11,ITA,Italy,Trento,46.139153,10.830791,44613,1349,42430,834,73,19,True,True,ITH2
2021-05-11,ITA,Italy,Umbria,42.966781,12.49094,55402,1370,51378,2654,160,20,True,True,ITI2
2021-05-11,ITA,Italy,Valle d'Aosta,45.732414,7.393651,11259,464,10261,534,31,9,True,True,ITC2
2021-05-11,ITA,Italy,Veneto,45.664735,11.84235,418144,11442,388424,18278,818,123,True,True,ITH3
2021-04-25,XKX,Kosovo,NOT SPECIFIED,41.85637,21.803351,105535,2187,,,,,False,False,XK
2021-05-11,LVA,Latvia,Latvia,56.875584,24.607722,124960,2217,,122743,,,True,True,LV0
2021-05-10,LIE,Liechtenstein,Liechtenstein,47.164696,9.555,2974,58,2879,37,,,False,False,LI
2021-05-10,LTU,Lithuania,Lithuania,55.174112,23.906736,259862,4053,234223,21586,,,True,True,LT
2021-05-10,LUX,Luxembourg,Luxembourg,49.815764,6.131514,68552,806,,67746,,,True,True,LU
2021-05-11,MLT,Malta,Malta,35.946151,14.384612,30464,417,29843,204,,,True,True,MT001
2021-05-11,MDA,Moldova,Moldova,46.979527,28.377195,252949,5970,243877,3102,,,False,False,MD
2021-05-10,MCO,Monaco,Monaco,43.738348,7.424451,2481,32,2420,29,,,False,False,MC
2021-05-11,MNE,Montenegro,Montenegro,42.710152,19.410069,98449,1545,,96904,0,,False,True,ME
2021-05-11,NLD,Netherlands,Drenthe,52.863149,6.623756,32078,349,,31729,538,,True,True,NL13
2021-05-11,NLD,Netherlands,Flevoland,52.436257,5.519078,34897,239,,34658,624,,True,True,NL23
2021-05-11,NLD,Netherlands,Friesland,53.089388,5.871457,40878,470,,40408,501,,True,True,NL12
2021-05-11,NLD,Netherlands,Gelderland,52.061726,5.945178,175967,1994,,173973,2902,,True,True,NL22
2021-05-11,NLD,Netherlands,Groningen,53.291466,6.700488,35471,248,,35223,388,,True,True,NL11
2021-05-11,NLD,Netherlands,Limburg,51.207579,5.936318,107582,1609,,105973,2604,,True,True,NL42
2021-05-11,NLD,Netherlands,North Brabant,51.527534,5.590194,253789,3092,,250697,4851,,True,True,NL41
2021-05-11,NLD,Netherlands,North Holland,52.551824,4.876581,263721,2560,,261161,4531,,True,True,NL32
2020-07-17,NLD,Netherlands,NOT SPECIFIED,,,0,6138,0,-6138,11894,0,True,True,
2021-05-11,NLD,Netherlands,Overijssel,52.445136,6.4476,102461,1118,,101343,1325,,True,True,NL21
2021-05-11,NLD,Netherlands,South Holland,51.968696,4.541274,376393,4200,,372193,7896,,True,True,NL33
2021-05-11,NLD,Netherlands,Utrecht,52.078728,5.214048,120580,1263,,119317,2576,,True,True,NL31
2021-05-11,NLD,Netherlands,Zeeland,51.312779,3.786651,27581,241,,27340,745,,True,True,NL34
2021-05-10,MKD,North Macedonia,North Macedonia,41.611,21.751417,154051,5109,138370,10572,,,False,True,MK
2021-05-11,NOR,Norway,Agder,58.699661,7.618403,3559,,,3559,,,False,True,NO04
2021-05-11,NOR,Norway,Innlandet,61.43354,10.427144,4792,,,4792,,,False,True,NO02
2021-05-11,NOR,Norway,Møre og Romsdal,62.543569,8.540539,1903,,,1903,,,False,True,NO053
2021-05-11,NOR,Norway,Nordland,66.679716,14.635752,1513,,,1513,,,False,True,NO071
2021-05-11,NOR,Norway,NOT SPECIFIED,,,,768,,-768,4306,822,False,True,
2021-05-11,NOR,Norway,Oslo,59.979683,10.738335,34416,,,34416,,,False,True,NO011
2020-03-31,NOR,Norway,Outside mainland Norway,,,1,0,0,1,0,0,False,True,
2021-05-11,NOR,Norway,Rogaland,58.58709,6.206792,6246,,,6246,,,False,True,NO043
2021-05-11,NOR,Norway,Troms og Finnmark,70.239335,26.12935,1576,,,1576,,,False,True,NO072
2021-05-11,NOR,Norway,Trøndelag,63.421183,11.529951,4040,,,4040,,,False,True,NO06
2021-05-11,NOR,Norway,Vestfold og Telemark,59.493612,8.722188,6903,,,6903,,,False,True,NO033
2021-05-11,NOR,Norway,Vestland,60.952729,6.513828,9340,,,9340,,,False,True,NO05
2021-05-11,NOR,Norway,Viken,60.020274,9.849655,40628,,,40628,,,False,True,NO012
2021-05-11,POL,Poland,NOT SPECIFIED,,,2838180,70336,2580245,187599,,,True,True,
2021-05-11,PRT,Portugal,Açores,37.775525,-25.494927,4933,31,,4902,,,True,True,PT20
2021-05-11,PRT,Portugal,Alentejo,38.485499,-8.006668,29880,971,,28909,,,True,True,PT18
2021-05-11,PRT,Portugal,Algarve,37.218389,-8.198488,21863,360,,21503,,,True,True,PT15
2021-05-11,PRT,Portugal,Centro,40.111812,-8.012768,119083,3016,,116067,,,True,True,PT16
2020-03-27,PRT,Portugal,Estrageiro,,,21,0,0,21,0,0,True,True,
2021-05-11,PRT,Portugal,Lisbon,38.623843,-8.88436,317353,7202,,310151,,,True,True,PT17
2021-05-11,PRT,Portugal,Madeira,32.736252,-16.972663,9355,68,,9287,,,True,True,PT30
2021-05-11,PRT,Portugal,Norte,41.457206,-7.678153,337541,5346,,332195,,,True,True,PT11
2021-05-11,PRT,Portugal,NOT SPECIFIED,,,,,801306,-801306,257,71,True,True,
2021-05-11,ROU,Romania,Alba,46.172367,23.487279,20871,,,20871,,,True,True,RO121
2021-05-11,ROU,Romania,Arad,46.273235,21.758454,23435,,,23435,,,True,True,RO421
2021-05-11,ROU,Romania,Argeș,45.072253,24.814273,26932,,,26932,,,True,True,RO311
2021-05-11,ROU,Romania,Bacău,46.42171,26.773519,25859,,,25859,,,True,True,RO211
2021-05-11,ROU,Romania,Bihor,46.942178,22.210795,28825,,,28825,,,True,True,RO111
2021-05-11,ROU,Romania,Bistrița-Năsăud,47.237306,24.522034,11729,,,11729,,,True,True,RO112
2021-05-11,ROU,Romania,Botoșani,47.85927,26.763139,14004,,,14004,,,True,True,RO212
2021-05-11,ROU,Romania,Brăila,45.0878,27.673222,13114,,,13114,,,True,True,RO221
2021-05-11,ROU,Romania,Brașov,45.765228,25.302188,43232,,,43232,,,True,True,RO122
2021-05-11,ROU,Romania,București,44.442674,26.08861,181963,,,181963,,,True,True,RO321
2021-05-11,ROU,Romania,Buzău,45.245475,26.750309,12387,,,12387,,,True,True,RO222
2021-05-11,ROU,Romania,Călărași,44.313456,27.020712,9938,,,9938,,,True,True,RO312
2021-05-11,ROU,Romania,Caraș-Severin,45.150492,22.042977,11182,,,11182,,,True,True,RO422
2021-05-11,ROU,Romania,Cluj,46.812237,23.53594,56832,,,56832,,,True,True,RO113
2021-05-11,ROU,Romania,Costanza,44.244926,28.247767,42562,,,42562,,,True,True,RO223
2021-05-11,ROU,Romania,Covasna,45.938093,25.990767,8347,,,8347,,,True,True,RO123
2021-05-11,ROU,Romania,Dâmbovița,44.864944,25.496775,22302,,,22302,,,True,True,RO313
2021-05-11,ROU,Romania,Dolj,44.140792,23.613526,26350,,,26350,,,True,True,RO411
2021-05-11,ROU,Romania,Galați,45.792748,27.75769,27285,,,27285,,,True,True,RO224
2021-05-11,ROU,Romania,Giurgiu,44.144127,25.881413,10907,,,10907,,,True,True,RO314
2021-05-11,ROU,Romania,Gorj,45.004246,23.322863,9154,,,9154,,,True,True,RO412
2021-05-11,ROU,Romania,Harghita,46.549997,25.558475,8140,,,8140,,,True,True,RO124
2021-05-11,ROU,Romania,Hunedoara,45.753652,22.938806,22675,,,22675,,,True,True,RO423
2021-05-11,ROU,Romania,Iași,47.221224,27.311502,10671,,,10671,,,True,True,RO213
2021-05-11,ROU,Romania,Ialomița,44.627356,27.256013,41991,,,41991,,,True,True,RO315
2021-05-11,ROU,Romania,Ilfov,44.286638,26.144699,44702,,,44702,,,True,True,RO322
2021-05-11,ROU,Romania,Maramureș,47.671302,23.981463,20224,,,20224,,,True,True,RO114
2021-05-11,ROU,Romania,Mehedinți,44.365324,22.737138,8201,,,8201,,,True,True,RO413
2021-05-11,ROU,Romania,Mureș,46.609503,24.697133,23649,,,23649,,,True,True,RO125
2021-05-11,ROU,Romania,Neamț,46.969735,26.375809,18593,,,18593,,,True,True,RO214
2021-05-11,ROU,Romania,NOT SPECIFIED,,,,29034,,-29034,,,True,True,
2021-05-11,ROU,Romania,Olt,44.272504,24.439351,14398,,,14398,,,True,True,RO414
2021-05-11,ROU,Romania,Prahova,45.114672,26.015788,34579,,,34579,,,True,True,RO316
2021-05-11,ROU,Romania,Sălaj,47.18438,23.106887,10833,,,10833,,,True,True,RO116
2021-05-11,ROU,Romania,Satu Mare,47.705953,22.898922,12888,,,12888,,,True,True,RO115
2021-05-11,ROU,Romania,Sibiu,45.85906,24.245264,26094,,,26094,,,True,True,RO126
2021-05-11,ROU,Romania,Suceava,47.637703,25.82751,23976,,,23976,,,True,True,RO215
2021-05-11,ROU,Romania,Teleorman,44.027822,25.197899,13540,,,13540,,,True,True,RO317
2021-05-11,ROU,Romania,Timiș,45.743832,21.377998,53857,,,53857,,,True,True,RO424
2021-05-11,ROU,Romania,Tulcea,44.986929,28.858105,8284,,,8284,,,True,True,RO225
2021-05-11,ROU,Romania,Vâlcea,45.096033,24.110629,16198,,,16198,,,True,True,RO415
